,train,val,test
cvQ0pB_Annotation0,True,False,False
cvQ0pB_Annotation1,True,False,False
cvQ0pB_Annotation2,True,False,False
dMuni0_Annotation0,True,False,False
dMuni0_Annotation1,True,False,False
DsYoJN_Annotation0,True,False,False
DsYoJN_Annotation1,True,False,False
fyu95S_Annotation0,True,False,False
fyu95S_Annotation1,True,False,False
gfmsYU_Annotation0,True,False,False
gfmsYU_Annotation1,True,False,False
gfmsYU_Annotation3,True,False,False
I2rQnw_Annotation0,True,False,False
iDaZ0k_Annotation0,True,False,False
ILrv2X_Annotation0,True,False,False
In8Sq1_Annotation0,True,False,False
In8Sq1_Annotation1,True,False,False
LJ2oh9_Annotation1,True,False,False
LJ2oh9_Annotation2,True,False,False
LJ2oh9_Annotation3,True,False,False
OWUqoi_Annotation0,True,False,False
OWUqoi_Annotation1,True,False,False
OWUqoi_Annotation2,True,False,False
OWUqoi_Annotation3,True,False,False
oxc1Ep_Annotation0,True,False,False
oxc1Ep_Annotation1,True,False,False
oxc1Ep_Annotation2,True,False,False
oxc1Ep_Annotation3,True,False,False
PGyYKA_Annotation0,True,False,False
Q1fFSt_Annotation1,True,False,False
Q1fFSt_Annotation3,True,False,False
shXJel_Annotation0,True,False,False
uCFSwz_Annotation0,True,False,False
uCFSwz_Annotation1,True,False,False
VUpzLm_Annotation0,True,False,False
VUpzLm_Annotation1,True,False,False
XgJ2WQ_Annotation0,True,False,False
XMK1pe_Annotation0,True,False,False
XMK1pe_Annotation1,True,False,False
XMK1pe_Annotation2,True,False,False
XMK1pe_Annotation3,True,False,False
4YkgEn,True,True,False
NhuO23,True,True,False
7WSmJO,True,True,False
qpRQun,True,True,False
FsPQEn,True,True,False
HRolf8,True,True,False
TNoPDe_Annotation4,True,True,False
QHp8qx_Annotation0,True,True,False
sjNL2v_Annotation2,True,True,False
sjNL2v_Annotation0,True,True,False
gQ9GVs_Annotation2,True,True,False
BOq25i_Annotation0,True,True,False
p6NHOy_Annotation0,True,True,False
vKMWGS_Annotation0,True,True,False
k1F4rf_Annotation1,True,True,False
aYrFpJ_Annotation0,True,True,False
ONGwY0_Annotation1,True,True,False
bwpTxS_Annotation2,True,True,False
GKPBox_Annotation1,True,True,False
mfT7JA_Annotation2,True,True,False
A9bd2s_Annotation2,True,True,False
8Yev5y_Annotation0,True,True,False
R95Ffo_Annotation0,True,True,False
4bOMq6_Annotation1,True,True,False
oZPnQs_Annotation0,True,True,False
j1xW68_Annotation1,True,True,False
LJ2oh9_Annotation0,True,True,False
j1xW68_Annotation0,True,True,False
GiN49j,True,False,True
nk0S5Z,True,False,True
FuCdb9,True,False,True
JGLV34,True,False,True
Q8Bnb0,True,False,True
Gwpv0C,True,False,True
k2vKOR_Annotation0,True,False,True
TNoPDe_Annotation0,True,False,True
0EtQnY_Annotation1,True,False,True
TNoPDe_Annotation5,True,False,True
E7Fdk3_Annotation3,True,False,True
lOeQc6_Annotation2,True,False,True
qH1GYN_Annotation1,True,False,True
lOeQc6_Annotation0,True,False,True
7hsLmf_Annotation1,True,False,True
bCG3TP_Annotation0,True,False,True
mprY6z_Annotation2,True,False,True
4NlObP_Annotation2,True,False,True
W2dQEh_Annotation0,True,False,True
YxRM16_Annotation0,True,False,True
HWVxb2_Annotation0,True,False,True
YbNhWS_Annotation0,True,False,True
Q1fFSt_Annotation0,True,False,True
gqwJQM_Annotation0,True,False,True
4bOMq6_Annotation0,True,False,True
ILrv2X_Annotation1,True,False,True
shXJel_Annotation1,True,False,True
oBZXwc_Annotation0,True,False,True
