,train,val,test
53,bkZz45_Annotation0,,
54,bkZz45_Annotation1,,
55,E7Fdk3_Annotation0,,
56,E7Fdk3_Annotation1,,
57,E7Fdk3_Annotation3,,
58,E7Fdk3_Annotation4,,
59,FaZrEM_Annotation0,,
60,gQ9GVs_Annotation0,,
61,gQ9GVs_Annotation1,,
62,gQ9GVs_Annotation3,,
63,j4tpoY_Annotation0,,
64,k2vKOR_Annotation0,,
65,k2vKOR_Annotation1,,
66,ned6fL_Annotation0,,
67,ned6fL_Annotation1,,
68,ned6fL_Annotation2,,
69,QHp8qx_Annotation0,,
70,sjNL2v_Annotation0,,
71,sjNL2v_Annotation2,,
72,sjNL2v_Annotation3,,
73,sjNL2v_Annotation5,,
74,sjNL2v_Annotation7,,
75,sjNL2v_Annotation8,,
76,sjNL2v_Annotation9,,
77,SlkhJD_Annotation1,,
78,SlkhJD_Annotation2,,
79,TNoPDe_Annotation0,,
80,TNoPDe_Annotation3,,
81,TNoPDe_Annotation4,,
82,TNoPDe_Annotation5,,
83,TNoPDe_Annotation6,,
84,v3bgUf_Annotation0,,
85,v3bgUf_Annotation1,,
86,v3bgUf_Annotation2,,
87,v3bgUf_Annotation3,,
88,zUVJpv_Annotation0,,
89,zUVJpv_Annotation1,,
90,jE54pD_Annotation0,,
91,mprY6z_Annotation3,,
92,0mLlB3_Annotation0,,
93,0mLlB3_Annotation1,,
94,0mLlB3_Annotation2,,
95,7hsLmf_Annotation0,,
96,7hsLmf_Annotation1,,
97,7syaIe_Annotation0,,
98,7syaIe_Annotation1,,
99,aYrFpJ_Annotation0,,
100,bCG3TP_Annotation0,,
101,bCG3TP_Annotation1,,
102,Epg8fC_Annotation0,,
103,Epg8fC_Annotation1,,
104,f83i1F_Annotation0,,
105,jE54pD_Annotation1,,
106,jS9TPt_Annotation0,,
107,jS9TPt_Annotation3,,
108,k1F4rf_Annotation0,,
109,k1F4rf_Annotation1,,
110,k1F4rf_Annotation2,,
111,k1F4rf_Annotation3,,
112,lOeQc6_Annotation1,,
113,lOeQc6_Annotation2,,
114,lOeQc6_Annotation3,,
115,mprY6z_Annotation0,,
116,mprY6z_Annotation1,,
117,mprY6z_Annotation2,,
118,mprY6z_Annotation4,,
119,mzwqO8_Annotation0,,
120,NxCwHc_Annotation0,,
121,NxCwHc_Annotation2,,
122,NxCwHc_Annotation3,,
123,ONGwY0_Annotation0,,
124,ONGwY0_Annotation1,,
125,p6NHOy_Annotation0,,
126,qH1GYN_Annotation0,,
127,qH1GYN_Annotation1,,
128,qH1GYN_Annotation2,,
129,sftB1x_Annotation0,,
130,w4T7Al_Annotation0,,
131,w4T7Al_Annotation1,,
132,X9q3Eh_Annotation1,,
133,ZsE0Rr_Annotation0,,
134,ZsE0Rr_Annotation1,,
135,ZSVMWI_Annotation0,,
136,ZSVMWI_Annotation1,,
137,4NlObP_Annotation0,,
138,4NlObP_Annotation1,,
139,4NlObP_Annotation2,,
140,8qeF2g_Annotation1,,
141,8qeF2g_Annotation2,,
142,8Yev5y_Annotation0,,
143,90G12W_Annotation1,,
144,A9bd2s_Annotation0,,
145,ANnzHR_Annotation0,,
146,ANnzHR_Annotation1,,
147,Au0o8g_Annotation0,,
148,Au0o8g_Annotation1,,
149,bwpTxS_Annotation0,,
150,bwpTxS_Annotation1,,
151,bwpTxS_Annotation2,,
152,Ct2I6N_Annotation0,,
153,FovBwE_Annotation0,,
154,GKPBox_Annotation0,,
155,GKPBox_Annotation1,,
156,gocbOa_Annotation1,,
157,HWVxb2_Annotation1,,
158,i0x1Yw_Annotation0,,
159,iLujYN_Annotation0,,
160,iLujYN_Annotation1,,
161,iLujYN_Annotation2,,
162,iLujYN_Annotation3,,
163,k2dEAy_Annotation0,,
164,k2dEAy_Annotation1,,
165,k7AVJp_Annotation0,,
166,90G12W_Annotation0,,
167,HWVxb2_Annotation0,,
168,k7AVJp_Annotation1,,
169,mfT7JA_Annotation0,,
170,mfT7JA_Annotation1,,
171,mfT7JA_Annotation2,,
172,oA7BpV_Annotation0,,
173,utPRO6_Annotation0,,
174,W2dQEh_Annotation0,,
175,YbNhWS_Annotation0,,
176,YbNhWS_Annotation1,,
177,YxRM16_Annotation0,,
178,YxRM16_Annotation1,,
179,ZEa8xJ_Annotation0,,
180,ZEa8xJ_Annotation1,,
181,cvQ0pB_Annotation3,,
182,j1xW68_Annotation0,,
183,3KbrNI_Annotation0,,
184,3KbrNI_Annotation1,,
185,3mBlV0_Annotation0,,
186,3mBlV0_Annotation1,,
187,4bOMq6_Annotation1,,
188,9EmdcO_Annotation0,,
189,9EmdcO_Annotation1,,
190,9EmdcO_Annotation2,,
191,9EmdcO_Annotation3,,
192,9EmdcO_Annotation4,,
193,COTaNd_Annotation0,,
194,cUM1B6_Annotation0,,
195,cvQ0pB_Annotation0,,
196,cvQ0pB_Annotation2,,
197,dMuni0_Annotation1,,
198,DsYoJN_Annotation0,,
199,DsYoJN_Annotation1,,
200,fyu95S_Annotation1,,
201,gfmsYU_Annotation0,,
202,gfmsYU_Annotation1,,
203,gfmsYU_Annotation3,,
204,gqwJQM_Annotation0,,
205,I2rQnw_Annotation0,,
206,ILrv2X_Annotation0,,
207,In8Sq1_Annotation0,,
208,LJ2oh9_Annotation0,,
209,LJ2oh9_Annotation1,,
210,LJ2oh9_Annotation2,,
211,LJ2oh9_Annotation3,,
212,oBZXwc_Annotation0,,
213,OWUqoi_Annotation0,,
214,OWUqoi_Annotation1,,
215,OWUqoi_Annotation2,,
216,OWUqoi_Annotation3,,
217,oxc1Ep_Annotation0,,
218,oxc1Ep_Annotation1,,
219,oxc1Ep_Annotation2,,
220,oxc1Ep_Annotation3,,
221,PGyYKA_Annotation0,,
222,Q1fFSt_Annotation0,,
223,Q1fFSt_Annotation1,,
224,Q1fFSt_Annotation3,,
225,R95Ffo_Annotation0,,
226,uCFSwz_Annotation0,,
227,uCFSwz_Annotation1,,
228,VUpzLm_Annotation0,,
229,VUpzLm_Annotation1,,
230,XgJ2WQ_Annotation0,,
231,XMK1pe_Annotation0,,
232,XMK1pe_Annotation2,,
233,XMK1pe_Annotation3,,
