,train,val,test
8qeF2g_Annotation1,True,False,False
8qeF2g_Annotation2,True,False,False
8Yev5y_Annotation0,True,False,False
90G12W_Annotation1,True,False,False
A9bd2s_Annotation0,True,False,False
ANnzHR_Annotation0,True,False,False
ANnzHR_Annotation1,True,False,False
Au0o8g_Annotation0,True,False,False
Au0o8g_Annotation1,True,False,False
bwpTxS_Annotation0,True,False,False
bwpTxS_Annotation1,True,False,False
bwpTxS_Annotation2,True,False,False
Ct2I6N_Annotation0,True,False,False
FovBwE_Annotation0,True,False,False
GKPBox_Annotation0,True,False,False
GKPBox_Annotation1,True,False,False
gocbOa_Annotation1,True,False,False
HWVxb2_Annotation1,True,False,False
i0x1Yw_Annotation0,True,False,False
iLujYN_Annotation0,True,False,False
iLujYN_Annotation1,True,False,False
iLujYN_Annotation2,True,False,False
iLujYN_Annotation3,True,False,False
k2dEAy_Annotation0,True,False,False
k2dEAy_Annotation1,True,False,False
k7AVJp_Annotation0,True,False,False
90G12W_Annotation0,True,False,False
HWVxb2_Annotation0,True,False,False
k7AVJp_Annotation1,True,False,False
mfT7JA_Annotation0,True,False,False
mfT7JA_Annotation1,True,False,False
mfT7JA_Annotation2,True,False,False
oA7BpV_Annotation0,True,False,False
utPRO6_Annotation0,True,False,False
W2dQEh_Annotation0,True,False,False
YbNhWS_Annotation0,True,False,False
YbNhWS_Annotation1,True,False,False
YxRM16_Annotation0,True,False,False
YxRM16_Annotation1,True,False,False
ZEa8xJ_Annotation0,True,False,False
ZEa8xJ_Annotation1,True,False,False
cvQ0pB_Annotation3,True,False,False
j1xW68_Annotation0,True,False,False
3KbrNI_Annotation0,True,False,False
3KbrNI_Annotation1,True,False,False
3mBlV0_Annotation0,True,False,False
3mBlV0_Annotation1,True,False,False
4bOMq6_Annotation1,True,False,False
9EmdcO_Annotation0,True,False,False
9EmdcO_Annotation1,True,False,False
9EmdcO_Annotation2,True,False,False
9EmdcO_Annotation3,True,False,False
9EmdcO_Annotation4,True,False,False
COTaNd_Annotation0,True,False,False
cUM1B6_Annotation0,True,False,False
cvQ0pB_Annotation0,True,False,False
cvQ0pB_Annotation2,True,False,False
dMuni0_Annotation1,True,False,False
DsYoJN_Annotation0,True,False,False
DsYoJN_Annotation1,True,False,False
fyu95S_Annotation1,True,False,False
gfmsYU_Annotation0,True,False,False
gfmsYU_Annotation1,True,False,False
gfmsYU_Annotation3,True,False,False
gqwJQM_Annotation0,True,False,False
I2rQnw_Annotation0,True,False,False
ILrv2X_Annotation0,True,False,False
In8Sq1_Annotation0,True,False,False
LJ2oh9_Annotation0,True,False,False
LJ2oh9_Annotation1,True,False,False
LJ2oh9_Annotation2,True,False,False
LJ2oh9_Annotation3,True,False,False
oBZXwc_Annotation0,True,False,False
OWUqoi_Annotation0,True,False,False
OWUqoi_Annotation1,True,False,False
OWUqoi_Annotation2,True,False,False
OWUqoi_Annotation3,True,False,False
oxc1Ep_Annotation0,True,False,False
oxc1Ep_Annotation1,True,False,False
oxc1Ep_Annotation2,True,False,False
oxc1Ep_Annotation3,True,False,False
PGyYKA_Annotation0,True,False,False
Q1fFSt_Annotation0,True,False,False
Q1fFSt_Annotation1,True,False,False
Q1fFSt_Annotation3,True,False,False
R95Ffo_Annotation0,True,False,False
uCFSwz_Annotation0,True,False,False
uCFSwz_Annotation1,True,False,False
VUpzLm_Annotation0,True,False,False
VUpzLm_Annotation1,True,False,False
XgJ2WQ_Annotation0,True,False,False
XMK1pe_Annotation0,True,False,False
XMK1pe_Annotation2,True,False,False
XMK1pe_Annotation3,True,False,False
vCzUF4,False,True,False
GiN49j,False,True,False
umZ6Pz,False,True,False
lwVP6E,False,True,False
nW8hFL,False,True,False
4YkgEn,False,True,False
sjNL2v_Annotation1,False,True,False
0EtQnY_Annotation2,False,True,False
sjNL2v_Annotation6,False,True,False
TNoPDe_Annotation2,False,True,False
4RvIGs_Annotation2,False,True,False
vKMWGS_Annotation1,False,True,False
lOeQc6_Annotation0,False,True,False
Yhd7Ra_Annotation0,False,True,False
jS9TPt_Annotation1,False,True,False
vKMWGS_Annotation0,False,True,False
IxbDhm_Annotation0,False,True,False
HWVxb2_Annotation2,False,True,False
8qeF2g_Annotation0,False,True,False
gocbOa_Annotation2,False,True,False
W2dQEh_Annotation1,False,True,False
A9bd2s_Annotation2,False,True,False
shXJel_Annotation1,False,True,False
fyu95S_Annotation0,False,True,False
j1xW68_Annotation1,False,True,False
ILrv2X_Annotation1,False,True,False
cvQ0pB_Annotation1,False,True,False
dMuni0_Annotation0,False,True,False
rTctHL,False,False,True
JsMnPW,False,False,True
FsPQEn,False,False,True
ZlMKHL,False,False,True
IQuXci,False,False,True
2afRKJ,False,False,True
SlkhJD_Annotation0,False,False,True
E7Fdk3_Annotation2,False,False,True
gQ9GVs_Annotation2,False,False,True
TNoPDe_Annotation1,False,False,True
4RvIGs_Annotation0,False,False,True
NxCwHc_Annotation1,False,False,True
BOq25i_Annotation0,False,False,True
bCG3TP_Annotation2,False,False,True
X9q3Eh_Annotation0,False,False,True
qH1GYN_Annotation3,False,False,True
jS9TPt_Annotation2,False,False,True
gocbOa_Annotation0,False,False,True
FovBwE_Annotation1,False,False,True
utPRO6_Annotation1,False,False,True
A9bd2s_Annotation1,False,False,True
XW2bYV_Annotation0,False,False,True
shXJel_Annotation0,False,False,True
oZPnQs_Annotation0,False,False,True
XMK1pe_Annotation1,False,False,True
In8Sq1_Annotation1,False,False,True
4bOMq6_Annotation0,False,False,True
iDaZ0k_Annotation0,False,False,True
